Address with post code (Gas Stations),Address,City,Post Code,Franchise (or private),Highway,Link
"2700 Cegléd, Nagykőrösi út 441. sz. fkl. Út (mol)","Cegléd, Nagykőrösi út 441. sz. fkl. Út",Cegléd,2700,mol,0,https://holtankoljak.net/mol_cegled_nagykorosiut441szfklut
"6050 Lajosmizse, 50.sz.út jobb oldal  (mol)","Lajosmizse, 50.sz.út jobb oldal",Lajosmizse,6050,mol,0,https://holtankoljak.net/mol_Lajosmizse_50szutjobboldal
"4002 Debrecen, István út 137. (omv)","Debrecen, István út 137.",Debrecen,4002,omv,0,https://holtankoljak.net/omv_Debrecen_Istvanut137
"1173 Budapest XVII, Pesti út 237/c (shell)","Budapest XVII, Pesti út 237/c",Budapest XVII,1173,shell,0,https://holtankoljak.net/shell_budapest_xvii_pestiut237c
"1102 Budapest X, Kőrösi Csoma Sándor út (omv)","Budapest X, Kőrösi Csoma Sándor út",Budapest X,1102,omv,0,https://holtankoljak.net/omv_budapest_x_korosicsomasandorut
"2225 Üllő, K-Sped Krt. (Viktória Ipari Park) (Magán kút)","Üllő, K-Sped Krt.",Üllő,2225,Magán kút,0,https://holtankoljak.net/magan_kut_ullo_k-spedkrtviktoriaiparipark
"2071 Páty, 22-es km II. dél(Sasfészek-tó) (mol)","Páty, 22-es km II. dél",Páty,2071,mol,0,https://holtankoljak.net/mol_paty_22-eskmiidelsasfeszek-to
"6500 Baja, Külterület 015/62 hrsz. (Tanya Petrol)","Baja, Külterület 015/62 hrsz.",Baja,6500,Tanya Petrol,0,https://holtankoljak.net/Tanya_Petrol_Baja_Kulterulet01562hrsz
"4400 Nyíregyháza, Lujza u. 9. (oplus_kft_)","Nyíregyháza, Lujza u. 9.",Nyíregyháza,4400,oplus_kft_,0,https://holtankoljak.net/oplus_kft__Nyiregyhaza_Lujzau9
"2801 Tatabánya, Köztársaság út 1 (shell)","Tatabánya, Köztársaság út 1",Tatabánya,2801,shell,0,https://holtankoljak.net/shell_Tatabanya_Koztarsasagut1
"1173 Budapest XVII, Pesti út 237. (Összekötő utca 4-6.) (Garden-Petrol)","Budapest XVII, Pesti út 237.",Budapest XVII,1173,Garden-Petrol,0,https://holtankoljak.net/garden-petrol_budapest_xvii_pestiut237osszekotoutca4-6
"5350 Tiszafűred, Ady Endre út (mol)","Tiszafűred, Ady Endre út",Tiszafűred,5350,mol,0,https://holtankoljak.net/mol_Tiszafured_AdyEndreut
"1149 Budapest XIV, Fogarasi út 56/A. (omv)","Budapest XIV, Fogarasi út 56/A.",Budapest XIV,1149,omv,0,https://holtankoljak.net/omv_budapest_xiv_fogarasiut56a
"2510 Dorog, Bécsi út (mol)","Dorog, Bécsi út",Dorog,2510,mol,0,https://holtankoljak.net/mol_Dorog_Becsiut
"7600 Pécs, Siklósi út 9. (mol)","Pécs, Siklósi út 9.",Pécs,7600,mol,0,https://holtankoljak.net/mol_Pecs_Siklosiut9
"1163 Budapest XVI, Veres Péter út 105-107.(XVI.) (mol)","Budapest XVI, Veres Péter út 105-107.",Budapest XVI,1163,mol,0,https://holtankoljak.net/mol_budapest_verespeterut105-107xvi
"4090 Polgár, Tiszai út 7/a (Hunpetrol)","Polgár, Tiszai út 7/a",Polgár,4090,Hunpetrol,0,https://holtankoljak.net/Hunpetrol_Polgar_Tiszaiut7a
"2713 Csemő, 0208/17/A (Benzinkút) hrsz. (magán)","Csemő, 0208/17/A",Csemő,2713,magán,0,https://holtankoljak.net/magan_csemo_020817abenzinkuthrsz
"2700 Cegléd, M4 II Észak (mol)","Cegléd, M4 II Észak",Cegléd,2700,mol,1,https://holtankoljak.net/mol_Cegled_M4IIeszak
"3534 Miskolc, Kandó K.-Kiss T. sarok - Kilián ltp (omv)","Miskolc, Kandó K.-Kiss T. sarok - Kilián ltp",Miskolc,3534,omv,0,https://holtankoljak.net/omv_miskolc_kandok-kisstsarok-kilianltp
"7400 Kaposvár, Áchim A u. (omv)","Kaposvár, Áchim A u.",Kaposvár,7400,omv,0,https://holtankoljak.net/omv_Kaposvar_achimAu
"7600 Pécs, Siklósi út 66. (shell)","Pécs, Siklósi út 66.",Pécs,7600,shell,0,https://holtankoljak.net/shell_Pecs_Siklosiut66
"5000 Szolnok, Felső Szandai rét 1. (auchan)","Szolnok, Felső Szandai rét 1.",Szolnok,5000,auchan,0,https://holtankoljak.net/auchan_Szolnok_FelsoSzandairet1
"9143 Enese, 85-ös főút 433/9 hrsz (lukoil)","Enese, 85-ös főút 433/9 hrsz",Enese,9143,lukoil,0,https://holtankoljak.net/lukoil_enese_85-osfout4339hrsz#tartalom
"1135 Budapest XIII, Béke út 58. (shell)","Budapest XIII, Béke út 58.",Budapest XIII,1135,shell,0,https://holtankoljak.net/shell_budapest_xiii_bekeut58
"3000 Hatvan, Radnóti tér 20. (shell)","Hatvan, Radnóti tér 20.",Hatvan,3000,shell,0,https://holtankoljak.net/shell_Hatvan_Radnotiter20
"2344 Dömsöd, Tassi út 16. (OMV)","Dömsöd, Tassi út 16.",Dömsöd,2344,OMV,0,https://holtankoljak.net/OMV_Domsod_Tassiut16
"1097 Budapest IX, Vágóhíd utca 13. (avia)","Budapest IX, Vágóhíd utca 13.",Budapest IX,1097,avia,0,https://holtankoljak.net/avia_budapest_ix_vagohidutca13
"1222 Budapest XXII, Nagytétényi út (mol)","Budapest XXII, Nagytétényi út",Budapest XXII,1222,mol,0,https://holtankoljak.net/mol_Budapest_Nagytetenyiut
"3441 Mezőkeresztes, M3 Gelej, ÉSZAK (shell)","Mezőkeresztes, M3 Gelej, ÉSZAK",Mezőkeresztes,3441,shell,1,https://holtankoljak.net/shell_mezokeresztes_m3gelejeszak
"1117 Budapest XI, Irinyi út 34-36. (omv)","Budapest XI, Irinyi út 34-36.",Budapest XI,1117,omv,0,https://holtankoljak.net/omv_budapest_xi_irinyiut34-36
"2462 Martonvásár, Budai út 32. (NK Benzinkút)","Martonvásár, Budai út 32.",Martonvásár,2462,NK Benzinkút,0,https://holtankoljak.net/NK_Benzinkut_Martonvasar_Budaiut32
"1103 Budapest X, Sibrik Miklós út 30. (shell)","Budapest X, Sibrik Miklós út 30.",Budapest X,1103,shell,0,https://holtankoljak.net/shell_budapest_x_sibrikmiklosut30
"5820 Mezőhegyes, Kinizsi tér 1. (mol)","Mezőhegyes, Kinizsi tér 1.",Mezőhegyes,5820,mol,0,https://holtankoljak.net/mol_Mezohegyes_Kinizsiter1
"3433 Nyékládháza, Viola u. 182/1 (omv)","Nyékládháza, Viola u. 182/1",Nyékládháza,3433,omv,0,https://holtankoljak.net/omv_Nyekladhaza_Violau1821
"4177 Földes, Bem utca 2. (Hunpetrol)","Földes, Bem utca 2.",Földes,4177,Hunpetrol,0,https://holtankoljak.net/Hunpetrol_Foldes_Bemutca2
"8900 Zalaegerszeg, Gazdaság út 32. (Zala Tank)","Zalaegerszeg, Gazdaság út 32.",Zalaegerszeg,8900,Zala Tank,0,https://holtankoljak.net/Zala_Tank_Zalaegerszeg_Gazdasagut32
"2400 Dunaújváros, Dunaújváros - nyugat, M6 autópálya 70+100 km.sz. bal (omv)","Dunaújváros, Dunaújváros - nyugat, M6 autópálya 70+100 km.sz. bal",Dunaújváros,2400,omv,1,https://holtankoljak.net/omv_dunaujvaros_dunaujvaros-nyugatm6autopalya70100kmszbal
"8420 Zirc, Kossuth Lajos út  (MOL)","Zirc, Kossuth Lajos út",Zirc,8420,MOL,0,https://holtankoljak.net/MOL_Zirc_KossuthLajosut
"8360 Keszthely, Csapás út 5. (Mobil Petrol)","Keszthely, Csapás út 5.",Keszthely,8360,Mobil Petrol,0,https://holtankoljak.net/Mobil_Petrol_Keszthely_Csapasut5
"8800 Nagykanizsa, Hevesi Sándor u. 5. (omv)","Nagykanizsa, Hevesi Sándor u. 5.",Nagykanizsa,8800,omv,0,https://holtankoljak.net/omv_Nagykanizsa_HevesiSandoru5
"3950 Sárospatak, Wesselényi Miklós út (mol)","Sárospatak, Wesselényi Miklós út",Sárospatak,3950,mol,0,https://holtankoljak.net/mol_Sarospatak_WesselenyiMiklosut
"6430 Bácsalmás, Backnang út 7.  (mol)","Bácsalmás, Backnang út 7.",Bácsalmás,6430,mol,0,https://holtankoljak.net/mol_Bacsalmas_Backnangut7
"1089 Budapest VIII, Golgota tér (VIII.) (mol)","Budapest VIII, Golgota tér",Budapest VIII,1089,mol,0,https://holtankoljak.net/mol_budapest_golgotaterviii
"6723 Szeged, Makkosházi krt. 1. (omv)","Szeged, Makkosházi krt. 1.",Szeged,6723,omv,0,https://holtankoljak.net/omv_Szeged_Makkoshazikrt1
"2120 Dunakeszi, 2-es főút (shell)","Dunakeszi, 2-es főút",Dunakeszi,2120,shell,0,https://holtankoljak.net/shell_dunakeszi_2-esfout
"2141 Csömör, Határ út 6. (auchan)","Csömör, Határ út 6.",Csömör,2141,auchan,0,https://holtankoljak.net/auchan_Csomor_Hatarut6
"3600 Ózd, Brassói út 5. (8631/4 hrsz.) (omv)","Ózd, Brassói út 5.",Ózd,3600,omv,0,https://holtankoljak.net/omv_ozd_brassoiut586314hrsz
"4002 Debrecen, Füredi út 27. (omv)","Debrecen, Füredi út 27.",Debrecen,4002,omv,0,https://holtankoljak.net/omv_Debrecen_Furediut27
"5100 Jászberény, Nagykátai út (mol)","Jászberény, Nagykátai út",Jászberény,5100,mol,0,https://holtankoljak.net/mol_Jaszbereny_Nagykataiut
"2840 Oroszlány, Környei u. 3-5. (shell)","Oroszlány, Környei u. 3-5.",Oroszlány,2840,shell,0,https://holtankoljak.net/shell_oroszlany_kornyeiu3-5
"8100 Várpalota, 8.sz.fkl. út I. (jobb)  (mol)","Várpalota, 8.sz.fkl. út I.",Várpalota,8100,mol,0,https://holtankoljak.net/mol_varpalota_8szfklutijobb
"1211 Budapest XXI, Kossuth L. u. 3. (XXI.) (mol)","Budapest XXI, Kossuth L. u. 3.",Budapest XXI,1211,mol,0,https://holtankoljak.net/mol_budapest_kossuthlu3xxi
"4700 Mátészalka, Meggyesi út 31. (magán)","Mátészalka, Meggyesi út 31.",Mátészalka,4700,magán,0,https://holtankoljak.net/magan_Mateszalka_Meggyesiut31
"5630 Békés, Külterület 072/47. hrsz. (shell)","Békés, Külterület 072/47. hrsz.",Békés,5630,shell,0,https://holtankoljak.net/shell_Bekes_Kulterulet07247hrsz
"3000 Hatvan, M3 II. - Kerekharaszti pihenő - észak (mol)","Hatvan, M3 II. - Kerekharaszti pihenő - észak",Hatvan,3000,mol,1,https://holtankoljak.net/mol_hatvan_m3ii-kerekharasztipiheno-eszak
"2000 Szentendre, Dózsa Gy. út 20. (lukoil)","Szentendre, Dózsa Gy. út 20.",Szentendre,2000,lukoil,0,https://holtankoljak.net/lukoil_Szentendre_DozsaGyut20
"2170 Aszód, Pesti út 25. (GBG)","Aszód, Pesti út 25.",Aszód,2170,GBG,0,https://holtankoljak.net/GBG_Aszod_Pestiut25
"1097 Budapest IX, Könyves Kálmán krt. 18-20 (shell)","Budapest IX, Könyves Kálmán krt. 18-20",Budapest IX,1097,shell,0,https://holtankoljak.net/shell_budapest_ix_konyveskalmankrt18-20
"5931 Nagyszénás, Orosházi út (mol)","Nagyszénás, Orosházi út",Nagyszénás,5931,mol,0,https://holtankoljak.net/mol_Nagyszenas_Oroshaziut
"3527 Miskolc, József Attila utca 87. (auchan)","Miskolc, József Attila utca 87.",Miskolc,3527,auchan,0,https://holtankoljak.net/auchan_Miskolc_JozsefAttilautca87
"9028 Győr, Külső Veszprémi út 2. (magán)","Győr, Külső Veszprémi út 2.",Győr,9028,magán,0,https://holtankoljak.net/magan_Gyor_KulsoVeszpremiut2
"2440 Százhalombatta, Ipari Park 6-os főút 067/4 hrsz. - adalékolt import üzemanyag értékesítés (magán)","Százhalombatta, Ipari Park 6-os főút 067/4 hrsz. - adalékolt import üzemanyag értékesítés",Százhalombatta,2440,magán,0,https://holtankoljak.net/magan_szazhalombatta_iparipark6-osfout0674hrsz-adalekoltimportuzemanyagertekesites
"1033 Budapest III, Szentendrei út 59/a (mol)","Budapest III, Szentendrei út 59/a",Budapest III,1033,mol,0,https://holtankoljak.net/mol_Budapest_Szentendreiut59a
"8000 Székesfehérvár, Székesfehérvár észak M7 (shell)","Székesfehérvár, Székesfehérvár észak M7",Székesfehérvár,8000,shell,1,https://holtankoljak.net/shell_Szekesfehervar_SzekesfehervareszakM7
"9024 Győr, Nagy Imre u. 85. (mol)","Győr, Nagy Imre u. 85.",Győr,9024,mol,0,https://holtankoljak.net/mol_Gyor_NagyImreu85
"7700 Mohács, Pécsi út  (mol)","Mohács, Pécsi út",Mohács,7700,mol,0,https://holtankoljak.net/mol_Mohacs_Pecsiut
"8056 Bakonycsernye, Rákóczi u. 90/a. (magán)","Bakonycsernye, Rákóczi u. 90/a.",Bakonycsernye,8056,magán,0,https://holtankoljak.net/magan_Bakonycsernye_Rakocziu90a
"2000 Szentendre, 11. sz. főút 17. km (omv)","Szentendre, 11. sz. főút 17. km",Szentendre,2000,omv,0,https://holtankoljak.net/omv_Szentendre_11szfout17km
"7020 Dunaföldvár, Előszállási út (shell)","Dunaföldvár, Előszállási út",Dunaföldvár,7020,shell,0,https://holtankoljak.net/shell_Dunafoldvar_Eloszallasiut
"7142 Pörböly, Vadász utca 1. Hrsz:97 (avia)","Pörböly, Vadász utca 1. Hrsz:97",Pörböly,7142,avia,0,https://holtankoljak.net/avia_porboly_vadaszutca1hrsz97
"2063 Óbarok, M 1 43. km jobb (omv)","Óbarok, M 1 43. km jobb",Óbarok,2063,omv,0,https://holtankoljak.net/omv_obarok_m143kmjobb#tartalom
"4625 Záhony, 4.sz. fkl. út (mol)","Záhony, 4.sz. fkl. út",Záhony,4625,mol,0,https://holtankoljak.net/mol_Zahony_4szfklut
"3100 Salgótarján, Budapesti u. 21. sz. fkl. Út 57 km (mol)","Salgótarján, Budapesti u. 21. sz. fkl. Út 57 km",Salgótarján,3100,mol,0,https://holtankoljak.net/mol_salgotarjan_budapestiu21szfklut57km#tartalom
"4800 Vásárosnamény, Nyíregyházi út 1. (mol)","Vásárosnamény, Nyíregyházi út 1.",Vásárosnamény,4800,mol,0,https://holtankoljak.net/mol_Vasarosnameny_Nyiregyhaziut1
"6600 Szentes, Attila út 2. (mol)","Szentes, Attila út 2.",Szentes,6600,mol,0,https://holtankoljak.net/mol_Szentes_Attilaut2
"6900 Makó, Aradi út 103. (shell)","Makó, Aradi út 103.",Makó,6900,shell,0,https://holtankoljak.net/shell_Mako_Aradiut103
"7100 Szekszárd, Tartsay Vilmos utca 40. (magán kút)","Szekszárd, Tartsay Vilmos utca 40.",Szekszárd,7100,magán kút,0,https://holtankoljak.net/magan_kut_Szekszard_TartsayVilmosutca40
"9028 Győr, M1 Autópálya EXIT 115 (Hedoti)","Győr, M1 Autópálya EXIT 115",Győr,9028,Hedoti,1,https://holtankoljak.net/Hedoti_Gyor_M1AutopalyaEXIT115
"5520 Szeghalom, Ady Endre út 22. (mol)","Szeghalom, Ady Endre út 22.",Szeghalom,5520,mol,0,https://holtankoljak.net/mol_Szeghalom_AdyEndreut22
"2112 Veresegyház, Fő u.  (mol)","Veresegyház, Fő u.",Veresegyház,2112,mol,0,https://holtankoljak.net/mol_Veresegyhaz_Fou
"1144 Budapest XIV, Fogarasi út 183. (shell)","Budapest XIV, Fogarasi út 183.",Budapest XIV,1144,shell,0,https://holtankoljak.net/shell_budapest_xiv_fogarasiut183
"6800 Hódmezővásárhely, Tóalj út (mol)","Hódmezővásárhely, Tóalj út",Hódmezővásárhely,6800,mol,0,https://holtankoljak.net/mol_Hodmezovasarhely_Toaljut
"5000 Szolnok, Tulipán út 1. (fire-oil_kft.)","Szolnok, Tulipán út 1.",Szolnok,5000,fire-oil_kft.,0,https://holtankoljak.net/fire-oil_kft._Szolnok_Tulipanut1
"8135 Dég, 64.sz.fkl.út  (mol)","Dég, 64.sz.fkl.út",Dég,8135,mol,0,https://holtankoljak.net/mol_Deg_64szfklut
"7130 Tolna, Hrsz 077/4 6-os főút Fácánkerti leágazó (avia)","Tolna, Hrsz 077/4 6-os főút Fácánkerti leágazó",Tolna,7130,avia,0,https://holtankoljak.net/avia_tolna_hrsz07746-osfoutfacankertileagazo
"1115 Budapest XI, Tétényi út 2. (shell)","Budapest XI, Tétényi út 2.",Budapest XI,1115,shell,0,https://holtankoljak.net/shell_budapest_xi_tetenyiut2
"2011 Budakalász, József Attila u. 75. (BSS Group benzinkút)","Budakalász, József Attila u. 75.",Budakalász,2011,BSS Group benzinkút,0,https://holtankoljak.net/BSS_Group_benzinkut_Budakalasz_JozsefAttilau75
"2251 Tápiószecső, Sülyi út 16. (Magán kút)","Tápiószecső, Sülyi út 16.",Tápiószecső,2251,Magán kút,0,https://holtankoljak.net/Magan_kut_Tapioszecso_Sulyiut16
"6041 Kerekegyháza, Szabadság u. 23. (magán)","Kerekegyháza, Szabadság u. 23.",Kerekegyháza,6041,magán,0,https://holtankoljak.net/magan_Kerekegyhaza_Szabadsagu23
"3200 Gyöngyös, Pesti út 74 (shell)","Gyöngyös, Pesti út 74",Gyöngyös,3200,shell,0,https://holtankoljak.net/shell_Gyongyos_Pestiut74
"1016 Budapest I, Mészáros u. 56/A. (shell)","Budapest I, Mészáros u. 56/A.",Budapest I,1016,shell,0,https://holtankoljak.net/shell_budapest_i_meszarosu56a
"2451 Ercsi, M6 I. (kimenő) (M6 külterület 30 km szelvény) (mol)","Ercsi, M6 I.",Ercsi,2451,mol,1,https://holtankoljak.net/mol_ercsi_m6ikimenom6kulterulet30kmszelveny
"8800 Nagykanizsa, Boszorkány u. 2. (shell)","Nagykanizsa, Boszorkány u. 2.",Nagykanizsa,8800,shell,0,https://holtankoljak.net/shell_Nagykanizsa_Boszorkanyu2
"6000 Kecskemét, Budai út (omv)","Kecskemét, Budai út",Kecskemét,6000,omv,0,https://holtankoljak.net/omv_Kecskemet_Budaiut
"2370 Dabas, 50.sz.fkl. út  (mol)","Dabas, 50.sz.fkl. út",Dabas,2370,mol,0,https://holtankoljak.net/mol_Dabas_50szfklut
"3350 Kál, Kápolnai út 12. (magán)","Kál, Kápolnai út 12.",Kál,3350,magán,0,https://holtankoljak.net/sprint_olaj_2005_kft__kal_kapolnaiut12#tartalom
"5341 Kunhegyes, Kossuth Lajos u. 74-78. (mol)","Kunhegyes, Kossuth Lajos u. 74-78.",Kunhegyes,5341,mol,0,https://holtankoljak.net/mol_kunhegyes_kossuthlajosu74-78
"7754 Bóly, külterület 0184/158 hrsz. (mol)","Bóly, külterület 0184/158 hrsz.",Bóly,7754,mol,0,https://holtankoljak.net/mol_Boly_kulterulet0184158hrsz
"7081 Simontornya, Belterület 1326/3 hrsz (mol)","Simontornya, Belterület 1326/3 hrsz",Simontornya,7081,mol,0,https://holtankoljak.net/mol_Simontornya_Belterulet13263hrsz
"6763 Szatymaz, M5 autópálya 151 km bal oldal (mol)","Szatymaz, M5 autópálya 151 km bal oldal",Szatymaz,6763,mol,1,https://holtankoljak.net/mol_Szatymaz_M5autopalya151kmbaloldal
"8300 Tapolca, Kossuth út  (mol)","Tapolca, Kossuth út",Tapolca,8300,mol,0,https://holtankoljak.net/mol_Tapolca_Kossuthut
"9900 Körmend, Rákóczi út 86/8 kereszteződése (omv)","Körmend, Rákóczi út 86/8 kereszteződése",Körmend,9900,omv,0,https://holtankoljak.net/omv_Kormend_Rakocziut868keresztezodese
"6300 Kalocsa, Negyvennyolcas út 52. (mol)","Kalocsa, Negyvennyolcas út 52.",Kalocsa,6300,mol,0,https://holtankoljak.net/mol_Kalocsa_Negyvennyolcasut52
"1151 Budapest XV, Bogáncs u. (XV.) (mol)","Budapest XV, Bogáncs u.",Budapest XV,1151,mol,0,https://holtankoljak.net/mol_budapest_bogancsuxv#tartalom
"8000 Székesfehérvár, Lövölde út (Budai út 39.) (omv)","Székesfehérvár, Lövölde út",Székesfehérvár,8000,omv,0,https://holtankoljak.net/omv_szekesfehervar_lovoldeutbudaiut39
"2300 Ráckeve, Kossuth L. u.  (mol)","Ráckeve, Kossuth L. u.",Ráckeve,2300,mol,0,https://holtankoljak.net/mol_Rackeve_KossuthLu
"6800 Hódmezővásárhely, Kutasi út 17. (omv)","Hódmezővásárhely, Kutasi út 17.",Hódmezővásárhely,6800,omv,0,https://holtankoljak.net/omv_Hodmezovasarhely_Kutasiut17
"9500 Celldömölk, Sági út 1922/7 hrsz (lukoil)","Celldömölk, Sági út 1922/7 hrsz",Celldömölk,9500,lukoil,0,https://holtankoljak.net/lukoil_Celldomolk_Sagiut19227hrsz
"8000 Székesfehérvár, Holland fasor 2. (auchan)","Székesfehérvár, Holland fasor 2.",Székesfehérvár,8000,auchan,0,https://holtankoljak.net/auchan_Szekesfehervar_Hollandfasor2
"4080 Hajdúnánás, Tiszavasvári út (mol)","Hajdúnánás, Tiszavasvári út",Hajdúnánás,4080,mol,0,https://holtankoljak.net/mol_Hajdunanas_Tiszavasvariut
"6500 Baja, külterület 0402/355 hrsz. (mobil-petrol)","Baja, külterület 0402/355 hrsz.",Baja,6500,mobil-petrol,0,https://holtankoljak.net/mobil-petrol_Baja_kulterulet0402355hrsz
"7838 Vajszló, Széchenyi István út 34.  (mol)","Vajszló, Széchenyi István út 34.",Vajszló,7838,mol,0,https://holtankoljak.net/mol_Vajszlo_SzechenyiIstvanut34
"7530 Kadarkút, Kaposvári u.  (mol)","Kadarkút, Kaposvári u.",Kadarkút,7530,mol,0,https://holtankoljak.net/mol_Kadarkut_Kaposvariu
"5600 Békéscsaba, Bartók Béla út (mol)","Békéscsaba, Bartók Béla út",Békéscsaba,5600,mol,0,https://holtankoljak.net/mol_Bekescsaba_BartokBelaut
"7090 Tamási, Szabadság u. 90.  (mol)","Tamási, Szabadság u. 90.",Tamási,7090,mol,0,https://holtankoljak.net/mol_Tamasi_Szabadsagu90
"1165 Budapest XVI, Bökényföldi út 108. (lukoil)","Budapest XVI, Bökényföldi út 108.",Budapest XVI,1165,lukoil,0,https://holtankoljak.net/lukoil_budapest_xvi_bokenyfoldiut108
"4002 Debrecen, Kishatár u. 7. (auchan)","Debrecen, Kishatár u. 7.",Debrecen,4002,auchan,0,https://holtankoljak.net/auchan_Debrecen_Kishataru7
"8622 Szántód, 7-es főút (lukoil)","Szántód, 7-es főút",Szántód,8622,lukoil,0,https://holtankoljak.net/lukoil_szantod_7-esfout
"2100 Gödöllő, M3-as Dél (lukoil)","Gödöllő, M3-as Dél",Gödöllő,2100,lukoil,1,https://holtankoljak.net/lukoil_godollo_m3-asdel#tartalom
"9027 Győr, Tompa út 7. (shell)","Győr, Tompa út 7.",Győr,9027,shell,0,https://holtankoljak.net/shell_Gyor_Tompaut7
"7064 Gyönk, Külterület 07 hrsz. (magán)","Gyönk, Külterület 07 hrsz.",Gyönk,7064,magán,0,https://holtankoljak.net/magan_Gyonk_Kulterulet07hrsz
"2225 Üllő, Pesti út 1. (omv)","Üllő, Pesti út 1.",Üllő,2225,omv,0,https://holtankoljak.net/omv_ullo_Pestiut1
"3400 Mezőkövesd, Külterület 0269/4 (lukoil)","Mezőkövesd, Külterület 0269/4",Mezőkövesd,3400,lukoil,0,https://holtankoljak.net/lukoil_Mezokovesd_Kulterulet02694
"7140 Bátaszék, M6 autópálya 166.km hrsz: 120/118 bal (omv)","Bátaszék, M6 autópálya 166.km hrsz: 120/118 bal",Bátaszék,7140,omv,1,https://holtankoljak.net/omv_bataszek_m6autopalya166kmhrsz120118jobb
"5300 Karcag, Madarasi út (mol)","Karcag, Madarasi út",Karcag,5300,mol,0,https://holtankoljak.net/mol_Karcag_Madarasiut
"1089 Budapest VIII, Orczy út 46-48. (lukoil)","Budapest VIII, Orczy út 46-48.",Budapest VIII,1089,lukoil,0,https://holtankoljak.net/lukoil_budapest_viii_orczyut46-48
"1036 Budapest III, Árpád fejedelem út 103. (mol)","Budapest III, Árpád fejedelem út 103.",Budapest III,1036,mol,0,https://holtankoljak.net/mol_Budapest_arpadfejedelemut103
"2040 Budaörs, Garibaldi u. 2. (mol)","Budaörs, Garibaldi u. 2.",Budaörs,2040,mol,0,https://holtankoljak.net/mol_Budaors_Garibaldiu2
"1151 Budapest XV, M3 12 km Észak - Szilas Pihenő (shell)","Budapest XV, M3 12 km Észak - Szilas Pihenő",Budapest XV,1151,shell,1,https://holtankoljak.net/shell_budapest_xv_m312kmeszak-szilaspiheno
"2100 Gödöllő, Szabadság u.12.  (mol)","Gödöllő, Szabadság u.12.",Gödöllő,2100,mol,0,https://holtankoljak.net/mol_Godollo_Szabadsagu12
"8000 Székesfehérvár, Sárkeresztúri út 8.  (mol)","Székesfehérvár, Sárkeresztúri út 8.",Székesfehérvár,8000,mol,0,https://holtankoljak.net/mol_Szekesfehervar_Sarkereszturiut8
"4761 Porcsalma, Szabadság tér 15. (magán)","Porcsalma, Szabadság tér 15.",Porcsalma,4761,magán,0,https://holtankoljak.net/grovi_kft__porcsalma_szabadsagter15#tartalom
"9632 Sajtoskál, 84-es főút 83. km (mol)","Sajtoskál, 84-es főút 83. km",Sajtoskál,9632,mol,0,https://holtankoljak.net/mol_sajtoskal_84-esfout83km
"2030 Érd, Zámori út 4. (NK Benzinkút)","Érd, Zámori út 4.",Érd,2030,NK Benzinkút,0,https://holtankoljak.net/nagy_kut_bt__erd_zamoriut4
"8272 Szentantalfa, Fő u. 96. (magán kút)","Szentantalfa, Fő u. 96.",Szentantalfa,8272,magán kút,0,https://holtankoljak.net/magan_kut_Szentantalfa_Fou96
