City_for_merge,lakasallomany,Kiskereskedelmiuzletek,munkanelkuliek1564,jarandosag,szjakepezojovegylakos,kulfoldreingazok,ivoviz,foglalkoztatottak1564,ezerlakosadozo,szemelygepkocsiezerlakos,gazdasagszam,ingazasikulonbozet,szjaalapperfo,helybenfoglalkoztatottak
Abaújszántó,430,143.0,11.8,25.6,1291,,88.9,52.3,502,373.9,127.0,1.0,2571,23.2
Göncruszka,435,42.0,14.2,16.3,983,12.4,86.5,44.9,411,242.3,56.0,9.0,2393,16.2
Gönc,473,105.0,17.9,22.0,1232,,84.6,46.7,473,339.1,82.0,2.0,2604,17.8
Korlát,557,,25.1,22.3,946,,57.8,31.8,533,329.5,21.0,33.0,1774,13.3
Tornyosnémeti,453,71.0,17.1,17.7,647,29.5,98.4,46.4,295,205.3,24.0,14.0,2191,29.6
Fony,753,33.0,11.7,18.3,980,,73.5,37.6,478,453.3,21.0,16.0,2051,18.0
Telkibánya,650,123.0,7.4,30.8,1285,,96.5,55.8,469,421.8,42.0,5.0,2736,25.9
Regéc,1194,,2.3,27.4,1496,,100.0,61.4,488,629.0,8.0,45.0,3064,13.6
Boldogkőújfalu,328,32.0,12.7,13.0,572,,93.7,25.6,384,237.3,11.0,24.0,1492,26.8
Gibárt,444,28.0,6.5,24.0,1680,,89.8,50.2,591,406.8,26.0,34.0,2840,44.8
Hejce,876,48.0,13.1,25.7,1649,,66.8,56.9,471,481.0,23.0,16.0,3499,29.0
Hernádszurdok,540,53.0,26.9,19.8,855,,80.2,34.3,396,256.7,9.0,43.0,2159,8.7
Kéked,583,87.0,21.2,14.8,634,12.5,75.4,34.5,299,243.5,7.0,38.0,2122,15.4
Felsőpakony,335,39.0,9.2,18.4,1991,0.1,98.7,59.4,526,446.4,21.0,2.0,3783,27.5
Ócsa,365,84.0,8.2,21.0,1915,0.0,98.0,57.0,527,453.7,175.0,1.0,3636,23.5
Alsónémedi,391,118.0,5.0,19.2,1840,,100.0,64.5,525,500.6,318.0,0.0,3503,41.8
Gyál,344,72.0,8.7,20.5,1976,0.2,96.4,59.6,527,451.4,40.0,0.0,3746,36.6
Gyomaendrőd,510,121.0,11.0,30.9,1339,0.2,91.1,53.9,498,365.3,633.0,0.0,2688,6.8
Dévaványa,470,99.0,7.0,27.9,1431,1.2,99.8,56.0,536,321.0,404.0,0.0,2671,7.7
Ecsegfalva,489,98.0,11.2,29.2,1256,,99.5,47.5,542,325.6,102.0,4.0,2315,3.3
Hunya,689,105.0,6.2,36.1,1006,,100.0,56.1,504,425.8,101.0,4.0,1995,34.0
Csárdaszállás,656,58.0,11.4,36.2,1315,,91.6,45.9,578,495.6,78.0,6.0,2275,57.3
Visonta,432,42.0,9.3,22.3,2014,,98.5,56.4,519,527.0,99.0,0.0,3881,90.8
Atkár,425,58.0,8.1,25.2,1986,,100.0,60.8,553,459.1,58.0,5.0,3589,25.7
Visznek,490,18.0,6.6,28.6,1538,,96.6,56.4,489,351.3,50.0,7.0,3143,5.7
Pálosvörösmart,479,34.0,6.7,20.5,2504,0.5,99.3,58.1,535,551.6,15.0,24.0,4675,19.5
Vécs,592,64.0,11.5,24.6,1586,,94.6,46.4,460,349.9,27.0,17.0,3448,20.0
Gyöngyöstarján,417,51.0,8.1,26.1,1982,0.3,97.5,59.7,546,437.9,161.0,3.0,3629,25.6
Abasár,456,54.0,9.4,28.6,1937,,98.0,60.6,521,483.9,142.0,2.0,3715,34.4
Halmajugra,347,47.0,19.5,14.1,969,,95.1,30.5,424,284.9,20.0,2.0,2287,79.8
Domoszló,499,63.0,6.8,28.1,2031,0.2,98.7,58.5,523,482.3,62.0,4.0,3881,16.1
Gyöngyösoroszi,374,26.0,8.0,20.6,1024,0.3,90.9,51.0,398,290.2,34.0,4.0,2571,18.3
Vámosgyörk,410,47.0,7.6,30.6,1802,0.2,97.1,58.4,479,345.3,32.0,3.0,3763,44.6
Nagyréde,396,66.0,6.2,26.8,1948,0.4,100.0,62.1,531,484.9,245.0,1.0,3667,29.9
Kisnána,529,61.0,11.2,26.3,1883,0.4,99.2,50.7,478,401.8,34.0,6.0,3938,33.1
Mátraszentimre,687,263.0,4.4,26.6,1843,,74.0,60.7,521,478.5,,4.0,3537,45.2
Ludas,517,82.0,14.6,23.4,1737,,99.5,47.1,525,361.1,7.0,11.0,3312,28.0
Gyöngyös,541,224.0,7.3,30.4,2063,0.7,98.4,59.1,511,438.5,206.0,0.0,4040,44.0
Markaz,452,50.0,6.2,27.3,2315,0.2,99.1,61.5,529,528.7,102.0,3.0,4381,26.7
Nagyfüged,425,60.0,6.9,21.3,1285,,96.8,46.7,453,309.6,41.0,5.0,2839,15.0
Gyöngyöshalász,422,39.0,8.1,25.2,1889,0.1,99.9,59.9,508,479.7,75.0,4.0,3716,13.7
Gyöngyössolymos,468,26.0,7.9,30.6,2254,0.1,96.5,61.2,532,540.0,133.0,2.0,4236,33.4
Karácsond,451,60.0,7.6,24.8,1696,,98.3,55.0,514,410.2,52.0,3.0,3302,21.3
Adács,460,41.0,8.3,26.9,1682,,93.3,51.6,498,340.5,60.0,3.0,3381,16.3
Gyöngyöspata,446,63.0,7.7,28.0,1472,,99.6,55.0,448,420.5,230.0,2.0,3284,15.3
Detk,496,74.0,8.8,23.6,1981,,98.9,54.8,560,446.7,37.0,6.0,3537,31.3
Szűcsi,450,48.0,7.2,31.1,1810,,97.4,56.5,504,428.6,68.0,5.0,3594,23.8
Győrzámoly,317,41.0,5.2,12.9,2671,3.2,102.6,66.9,547,390.8,21.0,3.0,4881,36.1
Kisbajcs,330,41.0,5.8,19.6,2554,2.5,100.9,64.9,574,463.3,17.0,4.0,4447,45.2
Dunaszentpál,377,97.0,2.5,19.4,2528,3.1,100.4,71.0,558,495.1,21.0,15.0,4526,29.9
Győrújfalu,366,79.0,3.1,15.2,2801,3.4,80.7,66.9,542,384.4,28.0,4.0,5172,39.0
Bezi,410,40.0,6.6,19.4,1916,4.5,100.0,65.0,530,484.8,40.0,15.0,3613,25.0
Sokorópátka,422,71.0,5.9,25.7,1944,1.2,99.4,60.0,529,413.1,59.0,8.0,3673,21.9
Töltéstava,281,51.0,4.4,14.9,2307,2.1,101.3,54.5,508,376.2,46.0,2.0,4538,52.2
Vének,435,52.0,7.6,24.9,1811,,103.7,60.2,523,435.2,9.0,63.0,3461,12.5
Kunsziget,346,56.0,3.6,19.2,2314,4.6,97.4,63.9,549,424.2,24.0,1.0,4217,77.1
Tényő,408,33.0,5.2,19.8,2038,0.9,96.3,64.0,502,1112.3,52.0,5.0,4058,21.1
Dunaszeg,344,58.0,5.5,17.8,2355,3.6,96.9,64.8,554,427.9,22.0,4.0,4248,21.5
Enese,356,82.0,3.7,22.0,2315,2.9,100.2,65.2,527,413.7,31.0,2.0,4390,62.0
Győrladamér,334,54.0,4.0,16.5,2782,3.1,100.2,65.3,553,451.0,13.0,2.0,5027,63.1
Rétalap,379,18.0,5.8,19.5,2010,1.7,96.7,59.1,537,396.1,33.0,19.0,3743,11.3
Öttevény,356,76.0,4.8,19.9,2326,3.3,97.2,66.7,559,457.5,31.0,3.0,4161,28.5
Börcs,356,22.0,4.6,17.9,2544,1.7,100.2,66.2,575,469.2,24.0,8.0,4424,23.1
Nyúl,370,67.0,5.3,21.3,2434,1.3,100.2,62.7,539,465.8,94.0,1.0,4519,31.8
Győrság,395,50.0,5.9,20.3,2201,1.0,102.6,61.7,556,425.9,44.0,7.0,3958,15.6
Fehértó,450,81.0,2.0,22.1,1723,6.5,99.1,60.5,493,480.7,20.0,19.0,3494,11.5
Mezőörs,346,60.0,6.6,30.7,2042,1.3,98.3,65.3,520,421.3,74.0,7.0,3928,23.2
Ikrény,340,46.0,5.9,19.0,2499,1.6,92.4,64.3,548,431.6,17.0,4.0,4559,37.2
Nagybajcs,374,34.0,3.6,20.3,2230,0.9,103.1,64.1,566,430.3,31.0,10.0,3937,20.0
Pér,400,61.0,6.9,18.5,2447,1.8,98.8,62.3,556,451.0,88.0,3.0,4404,23.0
Abda,375,73.0,4.7,23.7,2322,2.8,97.6,63.5,542,500.8,40.0,1.0,4288,59.9
Győr,481,183.0,5.4,24.3,2404,10.7,96.1,61.9,527,423.6,515.0,0.0,4564,33.5
Kajárpéc,447,46.0,5.8,21.7,2134,1.4,95.8,60.5,562,483.8,79.0,5.0,3795,17.4
Bőny,374,83.0,8.6,22.3,2129,1.8,100.2,60.0,552,439.5,78.0,3.0,3857,24.3
Győrsövényház,387,73.0,3.3,24.8,1968,1.1,97.5,62.0,534,407.3,43.0,9.0,3686,32.7
Győrújbarát,334,47.0,4.9,16.1,2748,2.6,102.0,65.2,532,434.6,103.0,1.0,5166,40.5
Gönyű,367,64.0,6.5,21.4,2255,1.9,99.0,61.2,519,423.9,12.0,2.0,4344,28.1
Koroncó,344,52.0,6.6,17.1,1890,3.1,102.5,63.8,501,434.6,51.0,3.0,3770,27.8
Nagyszentjános,368,38.0,6.3,22.5,2264,1.5,100.8,63.1,551,379.4,17.0,4.0,4112,24.2
Vámosszabadi,360,38.0,3.9,11.7,2101,2.1,107.2,67.2,413,386.3,50.0,4.0,5083,37.2
Rábapatona,371,80.0,4.5,21.0,2159,3.6,101.4,64.0,557,455.4,76.0,3.0,3873,24.5
Mosonszentmiklós,390,66.0,5.1,21.7,2126,3.5,93.5,64.4,545,452.5,41.0,3.0,3904,26.6
Elek,460,103.0,11.8,27.8,1128,0.2,100.0,46.5,468,329.5,155.0,1.0,2410,11.3
Kétegyháza,543,69.0,10.7,32.5,1288,0.2,99.7,45.4,472,365.9,172.0,2.0,2731,16.7
Gyula,509,144.0,6.5,31.8,1822,1.5,95.3,56.4,505,413.2,599.0,0.0,3608,21.9
Lőkösháza,535,91.0,8.9,31.7,1308,11.9,94.8,48.6,485,327.9,176.0,2.0,2697,28.9
Hajdúböszörmény,421,129.0,9.9,24.2,1525,0.4,99.1,53.2,536,363.9,1708.0,0.0,2842,11.2
Hajdúdorog,427,103.0,9.1,23.0,1385,0.3,92.9,50.7,528,373.6,912.0,0.0,2626,9.6
Téglás,380,94.0,12.5,19.9,1614,0.1,87.4,52.0,542,389.5,227.0,1.0,2980,26.0
Hajdúhadház,326,104.0,15.5,16.5,983,0.1,86.6,39.9,421,249.9,564.0,0.0,2336,29.9
Bocskaikert,341,51.0,13.4,16.2,1878,0.5,101.1,52.1,509,369.4,27.0,3.0,3692,24.9
Tiszagyulaháza,514,30.0,7.7,25.4,1617,,96.5,53.0,514,362.4,33.0,11.0,3146,12.6
Újtikos,493,39.0,10.1,24.9,1537,,97.4,57.1,563,392.3,61.0,7.0,2732,26.3
Polgár,425,160.0,10.3,23.3,1480,,98.1,53.5,494,358.3,172.0,1.0,2998,18.8
Görbeháza,445,108.0,9.3,24.2,1582,0.2,99.9,58.6,541,362.8,213.0,2.0,2923,13.5
Folyás,619,42.0,13.4,24.6,1236,,87.0,47.9,455,415.3,50.0,15.0,2715,31.8
Hajdúnánás,429,127.0,8.6,25.2,1494,0.4,99.9,55.9,537,371.7,1072.0,0.0,2779,9.7
Hajdúszovát,369,93.0,13.4,21.2,945,0.3,90.8,37.1,427,265.4,313.0,2.0,2214,23.6
Ebes,363,90.0,8.3,21.6,1902,0.1,96.6,57.6,530,403.7,383.0,1.0,3586,48.9
Nagyhegyes,380,113.0,9.1,21.9,1715,0.2,99.4,59.2,560,412.7,361.0,1.0,3062,30.1
Nádudvar,444,100.0,9.0,24.7,1640,0.5,96.1,52.7,513,398.0,518.0,0.0,3199,14.7
Hajdúszoboszló,483,150.0,9.2,24.9,1617,0.7,100.4,56.9,515,375.0,806.0,0.0,3142,18.5
Hatvan,455,197.0,7.3,27.1,2335,0.7,99.5,60.7,563,452.1,273.0,0.0,4147,42.1
Petőfibánya,572,88.0,6.9,29.2,1919,1.1,99.9,61.0,520,408.3,9.0,2.0,3692,46.8
Kerekharaszt,345,52.0,9.6,16.7,2431,,99.1,57.8,629,454.5,18.0,7.0,3866,47.8
Heréd,433,49.0,6.5,25.3,2111,0.2,97.7,61.3,551,396.6,60.0,4.0,3834,37.9
Zagyvaszántó,409,52.0,8.5,23.8,2015,0.5,93.0,57.4,528,435.9,8.0,4.0,3818,30.4
Hort,441,78.0,7.4,25.7,1917,0.1,99.1,61.6,540,438.7,227.0,2.0,3547,17.3
Nagykökényes,450,68.0,8.5,27.6,1802,,94.7,59.8,521,484.6,74.0,15.0,3460,20.0
Lőrinci,421,101.0,8.0,24.4,1889,,93.9,57.6,595,375.8,28.0,1.0,3174,44.4
Ecséd,461,48.0,8.3,26.6,1774,0.1,94.3,55.2,516,398.3,182.0,3.0,3435,22.8
Apc,442,40.0,7.9,27.6,1649,0.2,98.1,53.2,477,413.3,36.0,1.0,3455,49.4
Csány,463,57.0,15.2,25.1,1235,0.3,92.8,47.7,430,326.5,193.0,3.0,2876,13.9
Rózsaszentmárton,466,68.0,8.3,30.1,1883,,100.0,56.9,476,422.0,22.0,4.0,3958,22.1
Boldog,396,61.0,9.3,23.5,1848,,95.6,57.7,514,398.6,104.0,3.0,3592,13.8
Sásd,468,151.0,7.0,29.2,1414,0.7,94.0,56.1,452,447.7,96.0,1.0,3126,30.0
Meződ,562,,5.3,22.3,1403,,95.7,46.3,473,388.4,12.0,91.0,2967,27.3
Szágy,604,99.0,8.4,25.7,727,,72.1,40.0,421,376.2,12.0,37.0,1724,11.1
Kisvaszar,439,36.0,14.9,17.3,614,,77.9,29.8,424,302.2,25.0,18.0,1447,23.2
Tarrós,452,,14.0,21.7,887,,84.6,43.0,383,304.3,10.0,,2319,
Nagyhajmás,588,245.0,11.6,21.2,1097,,73.6,46.0,459,453.1,19.0,18.0,2392,32.1
Alsómocsolád,507,72.0,5.2,29.7,1106,3.6,95.0,60.3,433,340.6,19.0,3.0,2553,74.6
Vásárosdombó,393,70.0,12.8,28.1,1082,,80.3,46.4,407,369.8,58.0,5.0,2657,28.7
Baranyajenő,386,49.0,13.8,20.6,777,,88.6,36.1,362,265.4,26.0,23.0,2147,20.9
Baranyaszentgyörgy,650,,5.2,24.8,894,,97.4,41.2,392,470.1,11.0,45.0,2281,18.2
Bakóca,534,120.0,23.2,25.1,863,,94.0,37.9,420,390.4,8.0,38.0,2054,15.4
Mágocs,436,161.0,9.3,27.4,1431,0.7,95.5,54.0,481,441.7,104.0,1.0,2975,27.2
Vázsnok,476,,17.6,23.4,1144,,96.6,43.1,400,379.0,7.0,,2859,
Palé,394,,17.9,22.3,819,,97.3,47.8,380,287.2,4.0,,2155,
Gerényes,436,44.0,12.2,19.1,609,,76.5,26.9,325,222.2,18.0,27.0,1873,40.5
Tormás,564,45.0,9.0,25.9,862,,96.0,38.3,414,359.1,13.0,18.0,2082,25.0
Mindszentgodisa,479,40.0,12.5,26.5,1032,,91.9,39.7,413,307.2,36.0,5.0,2497,38.7
Kishajmás,528,57.0,12.1,19.9,647,,84.9,37.1,326,329.5,8.0,36.0,1987,14.3
Tékes,461,91.0,16.2,23.3,874,,79.2,35.3,416,301.4,12.0,32.0,2100,9.7
Felsőegerszeg,538,,18.9,26.9,1102,,96.9,40.0,438,327.7,14.0,83.0,2518,16.7
Ág,389,60.0,30.3,22.2,443,,83.1,25.4,351,293.4,10.0,56.0,1262,5.6
Mekényes,565,79.0,25.1,32.0,1066,,92.3,34.5,443,320.2,23.0,37.0,2408,7.4
Kisbeszterce,474,,30.8,21.1,922,,100.0,30.8,494,276.3,7.0,250.0,1867,25.0
Gödre,534,108.0,12.2,29.2,1021,,98.2,47.5,429,346.4,32.0,5.0,2379,21.8
Varga,605,,14.1,21.0,729,,98.0,43.8,506,284.0,16.0,,1442,
Tarnaméra,461,103.0,5.5,29.3,2077,0.4,99.3,62.1,569,463.4,85.0,3.0,3649,34.4
Tarnaszentmiklós,519,62.0,12.6,21.9,1121,,74.2,47.4,469,295.8,34.0,6.0,2389,14.0
Boconád,499,55.0,8.8,28.5,1789,,95.8,55.0,526,418.8,44.0,6.0,3400,29.5
Kömlő,349,46.0,21.6,15.3,611,,92.0,31.8,416,266.8,51.0,4.0,1468,20.1
Tarnazsadány,424,26.0,20.8,14.3,650,,92.3,28.1,393,262.1,26.0,4.0,1656,61.6
Tarnabod,374,80.0,11.9,7.7,569,,90.3,24.0,381,204.5,13.0,9.0,1493,40.4
Erk,368,42.0,11.7,12.9,854,,86.3,40.9,414,217.4,36.0,10.0,2065,16.7
Tenk,393,58.0,7.4,22.7,1644,,94.1,58.2,537,390.8,35.0,4.0,3062,26.4
Erdőtelek,424,65.0,15.7,23.7,1068,,92.7,38.9,439,337.7,129.0,2.0,2433,36.7
Zaránk,634,85.0,12.3,27.7,1344,,94.0,45.8,449,317.1,39.0,14.0,2993,29.6
Átány,403,42.0,12.2,19.1,632,0.8,88.6,30.1,381,233.1,79.0,6.0,1662,17.2
Hevesvezekény,498,49.0,7.8,28.9,1635,,99.7,58.5,561,423.2,33.0,14.0,2916,11.1
Heves,419,172.0,10.0,27.2,1489,0.2,95.3,51.4,499,389.6,324.0,0.0,2983,20.0
Kisköre,469,110.0,13.9,23.9,1151,0.7,100.0,50.1,471,288.9,80.0,1.0,2446,9.0
Tarnaörs,404,70.0,20.0,19.2,949,,97.6,38.7,409,255.0,69.0,5.0,2320,13.5
Pély,502,91.0,17.1,23.4,1126,,87.5,44.2,485,270.5,68.0,3.0,2323,24.4
Tiszanána,425,77.0,17.5,20.5,850,0.6,99.5,40.1,432,268.7,87.0,2.0,1966,17.0
Mártély,446,77.0,6.1,23.3,1476,,99.8,56.8,511,404.3,99.0,3.0,2891,36.8
Mindszent,504,110.0,8.4,29.1,1361,,100.0,51.0,487,344.1,241.0,1.0,2793,7.6
Hódmezővásárhely,481,148.0,7.1,28.8,1665,0.9,99.2,56.7,499,389.9,1228.0,0.0,3335,15.7
Székkutas,547,109.0,7.5,31.5,1456,,71.9,54.9,548,435.1,341.0,2.0,2659,9.1
Tiszabercel,431,116.0,8.3,23.6,960,0.8,81.6,42.6,437,277.2,136.0,3.0,2197,28.8
Ibrány,377,130.0,9.5,19.3,1239,0.4,91.6,48.1,471,388.4,256.0,1.0,2633,18.3
Nagyhalász,373,118.0,11.7,22.7,1196,0.1,86.7,46.6,457,358.1,156.0,1.0,2617,25.0
Gávavencsellő,473,146.0,10.2,24.3,1174,,87.9,46.4,455,329.4,226.0,1.0,2578,14.4
Balsa,592,86.0,10.8,26.4,1085,,88.0,41.1,486,321.0,64.0,5.0,2231,44.4
Paszab,341,67.0,13.0,15.2,705,,89.4,39.1,426,222.9,67.0,5.0,1654,16.8
Tiszatelek,413,53.0,8.3,26.3,1416,,84.3,49.7,542,338.1,95.0,4.0,2611,13.8
Buj,430,80.0,11.2,20.6,1217,,87.6,43.2,467,302.1,366.0,3.0,2604,12.1
Jánoshalma,536,116.0,11.1,26.9,1317,0.7,87.3,48.1,468,375.2,394.0,0.0,2815,10.1
Kéleshalom,633,23.0,19.7,21.7,883,,42.3,39.4,477,402.7,88.0,8.0,1850,41.8
Borota,627,82.0,8.5,26.6,1285,1.3,85.5,50.8,526,434.4,171.0,3.0,2444,18.0
Rém,487,77.0,9.0,23.9,1042,,94.9,53.5,463,351.8,158.0,3.0,2251,10.7
Mélykút,593,122.0,11.1,30.0,1242,1.0,89.7,46.1,482,394.6,526.0,1.0,2579,7.7
Jászdózsa,551,63.0,9.0,25.9,1666,0.4,100.0,57.2,501,362.6,65.0,3.0,3326,8.6
Alattyán,433,76.0,11.1,22.5,1322,0.5,99.9,48.0,484,320.2,34.0,2.0,2732,44.3
Jászalsószentgyörgy,507,94.0,8.8,30.0,1556,0.6,100.0,56.2,525,407.6,154.0,2.0,2961,15.2
Jánoshida,490,65.0,11.0,27.7,1314,0.2,95.3,49.6,484,662.4,114.0,3.0,2712,13.7
Jászkisér,464,84.0,10.0,24.5,1367,0.1,91.8,49.3,469,431.1,313.0,1.0,2918,22.4
Jászladány,432,77.0,11.2,21.5,959,0.4,98.3,42.6,418,275.7,129.0,1.0,2297,15.8
Jászapáti,449,107.0,9.1,25.7,1434,0.3,100.0,52.4,472,353.6,172.0,0.0,3041,18.3
Jászivány,580,53.0,6.1,29.5,1301,,93.5,55.7,445,457.4,67.0,20.0,2923,30.0
Jászszentandrás,599,94.0,8.3,27.0,1754,,73.2,57.5,543,432.6,259.0,2.0,3233,10.0
Jászberény,472,177.0,5.8,26.9,2222,0.6,99.2,62.0,624,475.0,597.0,0.0,3561,38.7
Jásztelek,447,88.0,10.9,20.6,1244,,94.2,52.3,483,317.6,77.0,3.0,2578,42.4
Pusztamonostor,466,105.0,9.2,24.2,2027,,92.7,62.3,689,364.4,61.0,3.0,2940,17.6
Jászárokszállás,490,111.0,7.8,25.7,1896,0.5,99.9,59.6,516,374.9,158.0,0.0,3673,27.4
Jászjákóhalma,488,78.0,8.5,24.1,1584,0.1,98.2,56.9,515,370.8,107.0,2.0,3074,29.4
Jászágó,573,55.0,2.3,23.6,1651,,77.3,59.4,518,382.6,95.0,8.0,3187,13.0
Jászboldogháza,474,46.0,8.6,26.8,1766,0.2,96.0,59.0,564,395.2,164.0,4.0,3133,12.0
Jászfelsőszentgyörgy,426,33.0,10.2,22.3,1358,,90.9,53.5,510,332.4,126.0,4.0,2663,6.7
Jászfényszaru,459,64.0,9.5,23.8,2043,0.1,95.7,56.1,551,413.6,165.0,0.0,3709,40.2
Dunapataj,526,122.0,9.8,31.0,1316,,100.0,51.6,495,431.0,198.0,1.0,2657,18.2
Fajsz,541,64.0,8.6,31.3,1301,1.6,98.5,47.8,493,396.4,100.0,2.0,2636,15.0
Foktő,487,40.0,13.1,25.6,1432,,97.4,49.6,510,394.8,65.0,3.0,2807,40.1
Újtelek,703,139.0,15.1,36.4,962,,99.2,47.4,417,522.2,33.0,19.0,2306,24.1
Dusnok,458,106.0,10.3,28.1,1270,0.5,100.0,51.9,488,421.0,193.0,2.0,2603,6.5
Miske,446,55.0,13.3,25.5,868,,91.4,43.2,400,384.8,112.0,3.0,2169,13.9
Dunatetétlen,529,104.0,8.6,28.5,1619,,98.0,46.8,545,500.0,76.0,10.0,2971,23.8
Géderlak,498,64.0,14.0,28.1,1322,,99.8,47.5,456,365.7,42.0,5.0,2900,33.0
Szakmár,505,68.0,11.9,31.0,1186,,89.6,49.2,461,430.4,144.0,4.0,2572,27.6
Ordas,592,23.0,15.2,30.3,1401,,100.0,45.5,488,450.7,48.0,19.0,2872,26.9
Újsolt,772,,16.0,39.6,1111,,82.6,37.0,458,939.6,37.0,40.0,2428,28.0
Dunaszentbenedek,547,91.0,15.2,29.5,1080,,96.9,44.9,435,366.7,66.0,4.0,2483,58.2
Homokmégy,592,83.0,10.0,30.2,1245,,89.0,51.2,513,512.9,147.0,4.0,2429,17.0
Harta,513,138.0,7.4,32.5,1600,0.3,96.3,44.9,533,511.5,105.0,1.0,3000,22.1
Öregcsertő,573,57.0,12.9,27.9,1048,,88.8,40.6,465,410.3,73.0,8.0,2255,30.2
Solt,485,162.0,7.9,28.3,1574,0.3,91.6,51.0,513,457.3,362.0,0.0,3071,13.1
Kalocsa,536,223.0,8.3,31.6,1629,1.6,97.1,57.3,501,486.1,177.0,0.0,3252,24.9
Drágszél,644,38.0,7.8,41.8,1303,,88.1,47.1,472,498.1,32.0,29.0,2759,25.7
Hajós,497,29.0,9.9,29.8,1127,1.0,98.3,51.6,419,490.6,144.0,1.0,2688,10.1
Bátya,496,42.0,12.2,27.2,1231,1.6,97.1,50.2,459,465.9,164.0,2.0,2682,20.8
Uszód,519,111.0,9.5,31.4,1184,0.6,98.3,44.8,468,409.5,59.0,7.0,2529,18.7
Csököly,421,43.0,12.5,19.6,971,,98.0,37.6,442,312.8,90.0,6.0,2197,17.2
Somogyszil,527,75.0,11.0,23.2,1078,,96.9,45.1,480,843.4,64.0,8.0,2246,16.4
Magyaratád,455,28.0,7.4,32.4,1570,,100.0,53.5,521,459.2,48.0,12.0,3015,18.6
Hencse,534,153.0,15.3,27.9,919,,100.0,48.5,444,442.7,13.0,17.0,2068,25.4
Rinyakovácsi,339,53.0,21.2,16.4,626,,89.1,31.7,408,238.1,18.0,56.0,1536,33.3
Kaposvár,503,157.0,8.4,31.2,1779,1.1,96.4,55.7,491,432.7,386.0,0.0,3622,26.5
Ecseny,792,50.0,24.0,24.3,853,,91.3,31.0,356,386.1,23.0,34.0,2393,10.3
Felsőmocsolád,910,36.0,11.8,37.2,965,,88.5,46.6,378,407.9,23.0,17.0,2557,32.8
Kaposmérő,361,66.0,9.7,25.7,1756,,95.0,55.7,518,431.8,52.0,3.0,3393,38.4
Kőkút,244,19.0,15.9,6.6,396,,91.5,17.4,270,155.0,14.0,11.0,1468,56.5
Orci,354,18.0,8.5,24.7,1757,0.6,100.0,60.3,522,476.5,19.0,12.0,3363,37.3
Sántos,373,80.0,13.0,26.1,1884,,98.9,52.9,517,441.8,27.0,13.0,3648,34.7
Bárdudvarnok,475,55.0,10.0,23.9,1390,,72.3,50.0,470,440.0,80.0,6.0,2959,29.4
Kercseliget,513,32.0,15.2,25.0,712,,93.8,30.0,356,275.3,25.0,36.0,2001,14.3
Kaposgyarmat,500,139.0,17.9,36.1,2309,,94.4,43.3,590,555.6,7.0,63.0,3912,37.5
Alsóbogát,417,47.0,24.1,19.9,1010,,100.0,33.9,426,1056.9,11.0,37.0,2370,44.4
Jákó,414,84.0,10.0,23.8,1154,,98.4,46.1,443,339.5,37.0,10.0,2603,33.7
Gadács,632,,13.0,16.8,769,,83.3,44.4,424,400.0,6.0,91.0,1812,9.1
Zselicszentpál,385,24.0,8.6,24.8,1660,,95.0,57.3,498,497.6,27.0,43.0,3335,8.7
Csombárd,458,42.0,14.4,22.1,1570,,96.4,52.2,529,404.2,22.0,36.0,2971,14.3
Bodrog,559,90.0,10.9,23.4,1484,,99.5,50.0,496,423.4,30.0,13.0,2992,20.5
Polány,746,51.0,4.6,26.4,797,,100.0,41.5,348,421.3,15.0,34.0,2290,20.7
Szilvásszentmárton,335,100.0,17.7,12.5,1597,,92.5,51.0,571,285.0,10.0,31.0,2795,31.3
Juta,380,53.0,10.1,25.7,1736,,100.0,60.2,533,462.7,38.0,4.0,3254,59.0
Kadarkút,400,71.0,9.6,23.8,1390,,84.3,48.5,473,387.2,129.0,2.0,2940,22.5
Hedrehely,571,32.0,22.4,21.5,767,2.4,100.0,28.4,372,362.2,41.0,19.0,2064,27.8
Somogyjád,389,73.0,11.1,25.8,1470,0.6,100.2,52.8,491,394.1,33.0,3.0,2996,23.9
Szabadi,445,71.0,12.4,23.5,1190,,100.0,43.3,428,387.9,31.0,42.0,2784,12.5
Zselickisfalud,461,82.0,13.4,22.4,1505,,100.0,49.7,478,449.0,17.0,26.0,3147,60.5
Cserénfa,379,,11.4,21.0,1315,,98.8,57.9,484,406.3,9.0,48.0,2714,28.6
Gige,365,55.0,16.2,15.5,871,,81.8,39.3,420,209.9,35.0,29.0,2074,17.1
Kazsok,419,67.0,11.5,17.4,1016,,86.4,37.0,435,318.8,23.0,19.0,2336,29.6
Patalom,339,,9.8,36.1,1108,2.9,93.5,38.3,381,284.7,9.0,12.0,2906,58.0
Fonó,589,79.0,14.0,29.2,1045,,99.3,44.2,448,466.4,24.0,28.0,2335,30.6
Szenna,341,53.0,7.3,18.3,1591,,100.0,58.7,501,461.3,67.0,4.0,3174,58.5
Zimány,357,18.0,13.0,23.4,1444,,98.0,52.8,502,349.5,23.0,15.0,2877,21.5
Hetes,351,69.0,10.0,24.4,1693,0.3,83.3,52.6,523,445.3,88.0,5.0,3238,34.6
Patca,561,152.0,15.4,22.7,1285,,89.2,46.2,540,484.8,18.0,91.0,2381,63.6
Kaposhomok,310,22.0,16.9,20.8,980,,95.8,42.2,422,258.1,26.0,20.0,2320,5.9
